,title,link,image,author,price,discount,publisher,isbn,description,pubdate
0,크리스마스 캐럴(일반북),http://book.naver.com/bookdb/book_detail.php?bid=17690014,https://bookthumb-phinf.pstatic.net/cover/176/900/17690014.jpg?type=m1&udate=20201222,스 디킨스,8800,7920,자화상,1191200086 9791191200089,"전 세계에서 가장 유명한
크리스마스 소설, 찰스 디킨스의 〈크리스마스 캐럴〉“이제부터는 성심껏 크리스마스를 기리고 1년 내내 크리스마스의 의미를 되새기도록 할 것입니다. 과거와 현재와 미래를 살겠습니다. 세 분 유령님들을 항상 제 마음속에 모시고 그 가르침을 잊지 않도록 하겠습니다. 그러니 제발... ",20201223
1,일반공격이 전체공격에 2회 공격인 엄마는 좋아하세요? 6,http://book.naver.com/bookdb/book_detail.php?bid=15434916,https://bookthumb-phinf.pstatic.net/cover/154/349/15434916.jpg?type=m1&udate=20190909,이나카 다치마,7000,6300,디앤씨미디어,1127852213 9791127852214,"“엄마는 참 멋진 가게라고 생각해!”
고블린 토벌 퀘스트에서는 고블린에게 요리를 해주고, 학교에서는 임시 교사로서 어머니의 위대함을 설파하는
믿음직한 엄마, 오오스키 마마코가 부모자식간의 고민을 해결해주는 【엄마 해결사】를 개업한다.
한 나라의 여왕과 왕자, 어리광쟁이 딸 때문에 고민하는 어머니... ",20190910
2,일반공격이 전체공격에 2회 공격인 엄마는 좋아하세요? 1,http://book.naver.com/bookdb/book_detail.php?bid=13380212,https://bookthumb-phinf.pstatic.net/cover/133/802/13380212.jpg?type=m1&udate=20180430,이나카 다치마,7000,6300,디앤씨미디어,1127844040 9791127844042,"“이제부터 이 엄마와 함께 실컷 모험을 하는 거야.”
“맙소사…….”
고교생 오오스키 마사토는 그렇게 염원하던 게임세계로 전송되지만,
어찌된 영문인지 그의 어머니이자 아들이라면 껌뻑 죽는 마마코도 따라오는데?!
길드에서는 「아들의 연인이 될지도 모르는 애들이니까」라는 이유로 
마사토가 고른... ",20180310
3,일반공격이 전체공격에 2회 공격인 엄마는 좋아하세요? 5,http://book.naver.com/bookdb/book_detail.php?bid=14841468,https://bookthumb-phinf.pstatic.net/cover/148/414/14841468.jpg?type=m1&udate=20190820,이나카 다치마,7000,6300,디앤씨미디어,1127850393 9791127850395,"“만든 샐러드는 참가상 삼아서 가져가도 되는구나.”
게임 세계에서의 넘버원 어머니를 정하는 천하제일 모도회(母道會)에 출전하게 된 오오스키 마마코.
마마코가 우승후보로 거론되며 주목을 받고 있는 가운데,
스태프로 대회에 참가한 마사토 또한 다양한 종족의 어머니들에게 사랑받으며 하렘 상태가... ",20190510
4,일반공격이 전체공격에 2회 공격인 엄마는 좋아하세요? 4,http://book.naver.com/bookdb/book_detail.php?bid=14486943,https://bookthumb-phinf.pstatic.net/cover/144/869/14486943.jpg?type=m1&udate=20190201,이나카 다치마,7000,6300,디앤씨미디어,1127848739 9791127848736,"“마 군이 이 엄마한테 어리광을 부리고 싶어 하다니…… 정말 꿈만 같아.”
돈에 눈이 먼 나머지, 마마코 몰래 카지노에서 거금을 벌려고 하는 와이즈 일행의 계획에 따라 마사토는 어머니와 데이트를 하게 됐다.
마사토는 커플 드링크, 엄마 샴푸 등을 무사히 마쳤지만
전 재산을 날린 걸로 모자라 빚까지 진... ",20190210
5,일반공격이 전체공격에 2회 공격인 엄마는 좋아하세요? 2,http://book.naver.com/bookdb/book_detail.php?bid=13571670,https://bookthumb-phinf.pstatic.net/cover/135/716/13571670.jpg?type=m1&udate=20180430,이나카 다치마,7000,6300,디앤씨미디어,1127844938 9791127844936,"“마 군, 이것 좀 봐!”&#x0D;“……저기 말이야.”&#x0D;“눈물 날 것 같으니까 아무 말도 하지 마.”&#x0D;게임 세계에 따라온 모친, 마마코가 너무 세서 존재의의를 잃어가던 마사토 일행은&#x0D;강화 아이템을 손에 넣을 수 있다는 학교 시험 운용 퀘스트에 참가하기로 했다.&#x0D;그리고 학교에서 만난 치유사... ",20180510
6,일반공격이 전체공격에 2회 공격인 엄마는 좋아하세요? 3,http://book.naver.com/bookdb/book_detail.php?bid=13987269,https://bookthumb-phinf.pstatic.net/cover/139/872/13987269.jpg?type=m1&udate=20180831,이나카 다치마,7000,6300,디앤씨미디어,1127846213 9791127846213,"엄마보다 훨씬 강해져서 먼치킨물의 주인공이 된다는 꿈을 포기 못한 마사토는
『공략하신 분께는 그 어떤 소원이라도 하나만 이뤄드립니다!』라는 
소문의 신축 타워 던전을 공략하기로 하지만…….
“나는 반항조직 리베레 사천왕 중 한 명, 『모역(母逆)의 아만테』야.”
마사토 일행의 공략을 방해하는 적이... ",20180910
7,"슬라임을 잡으면서 300년, 모르는 사이에 레벨MAX가 되었습니다 스핀오프 (일반 공무원으로 일하면서 1500년, 마왕의 힘으로 장관이 되어버렸습니다, Novel Engine)",http://book.naver.com/bookdb/book_detail.php?bid=17724695,https://bookthumb-phinf.pstatic.net/cover/177/246/17724695.jpg?type=m1&udate=20210119,모리타 키세츠 지음|베니오 그림|도영명,10000,9000,영상출판미디어,1166255069 9791166255069,"인기 소설 「슬라임을 잡으면서 300년~」의 스핀오프가 등장!
주인공은 고원의 마녀 아즈사의 든든한 ‘언니’ 바알제붑!!수수하게, 눈에 안 띄게── 마족 나라의 공무원(만년 말단)으로 일하는 바알제붑. 출세하는 마음도 없고, 하루하루 적당히 사는 것이 인생의 낙. 그렇게 평소처럼 마음 편한 창가 자리... ",20210120
8,일반화학실험,http://book.naver.com/bookdb/book_detail.php?bid=1542042,,조기선,6500,,학문사,8970131884 9788970131887,,200211
9,흔해빠진 직업으로 세계최강 5 (일반),http://book.naver.com/bookdb/book_detail.php?bid=12506773,https://bookthumb-phinf.pstatic.net/cover/125/067/12506773.jpg?type=m1&udate=20170901,시라코메 료,14800,,디앤씨미디어,1127842579 9791127842574,"카오리를 파티에 맞아들이고 뮤의 고향인 【바다 위 마을 에리센】을 향하고자, 브리제로 그류엔 대사막을 하염없이 달리는 하지메 일행. 그런 도중 사막에서 샌드웜에게 공격받는 앙카지 공국의 비즈를 구출한다. 그가 말하길 자신은 원인을 알 수 없는 수질 오염으로 쓰러진 국민을 구할 방법을 찾아 이웃... ",20170910
10,흔해빠진 직업으로 세계최강 소설 6권 + 만화 1권 합본 세트 (일반 특별판),http://book.naver.com/bookdb/book_detail.php?bid=13272631,https://bookthumb-phinf.pstatic.net/cover/132/726/13272631.jpg?type=m1&udate=20180201,시라코메 료,18400,16560,디앤씨미디어,1127843982 9791127843984,"소설:【메르지네 해저 유적】을 공략하고 7대 미궁 중 하나인【하르치나 대수해】로 가던 하지메 일행은 가도에서 하일리히 왕국 왕녀 릴리아나와 재회하고 경악스러운 소식을 접한다. ─변심한 하지메를 믿고, 가르치고, 이끌어준 아이코가 납치됐다. “일단 선생님을 구하러 가야겠어.”하지메는 선택했다.... ",20180210
11,"재혼 황후 3 (알파타르트 장편소설,일반판)",http://book.naver.com/bookdb/book_detail.php?bid=16330680,https://bookthumb-phinf.pstatic.net/cover/163/306/16330680.jpg?type=m1&udate=20201114,알파타르트,14000,12600,해피북스투유,116479115X 9791164791156,"2019 네이버웹소설 최고의 화제작!
완벽한 황후였다. 그러나 황제는 도움이 될 황후가 필요없다고 한다. 그가 원하는 건 배우자이지 동료가 아니라 한다. 황제는 나비에를 버리고 노예 출신의 여자를 옆에 두었다. 그래도 괜찮았다. 황제가 그녀에게 다음 황후 자리를 약속하는 걸 듣기 전까진. 나비에는 고민... ",20200428
12,재혼 황후 2 (일반판),http://book.naver.com/bookdb/book_detail.php?bid=15912079,https://bookthumb-phinf.pstatic.net/cover/159/120/15912079.jpg?type=m1&udate=20210121,알파타르트,14000,12600,해피북스투유,1164790528 9791164790524,"2019 네이버웹소설 최고의 화제작!
완벽한 황후였다. 그러나 황제는 도움이 될 황후가 필요없다고 한다. 그가 원하는 건 배우자이지 동료가 아니라 한다. 황제는 나비에를 버리고 노예 출신의 여자를 옆에 두었다. 그래도 괜찮았다. 황제가 그녀에게 다음 황후 자리를 약속하는 걸 듣기 전까진. 나비에는 고민... ",20191230
13,"재혼 황후 1 (일반판,알파타르트 장편소설)",http://book.naver.com/bookdb/book_detail.php?bid=15405177,https://bookthumb-phinf.pstatic.net/cover/154/051/15405177.jpg?type=m1&udate=20191205,알파타르트,14000,12600,해피북스투유,1164790285 9791164790289,2019 네이버웹소설 최고의 화제작!완벽한 황후였다. 그러나 황제는 도움이 될 황후가 필요없다고 한다. 그가 원하는 건 배우자이지 동료가 아니라 한다. 황제는 나비에를 버리고 노예 출신의 여자를 옆에 두었다. 그래도 괜찮았다. 황제가 그녀에게 다음 황후 자리를 약속하는 걸 듣기 전까진. 나비에는 고민 끝에... ,20191018
14,얼굴이 빨갛게 된 원숭이 (신앙일반),http://book.naver.com/bookdb/book_detail.php?bid=7041,https://bookthumb-phinf.pstatic.net/cover/000/070/00007041.jpg?type=m1&udate=20130522,박재목,5000,,한국장로교출판사,8939808339 9788939808331,,19980420
15,일반적이지 않은 독자,http://book.naver.com/bookdb/book_detail.php?bid=6333640,https://bookthumb-phinf.pstatic.net/cover/063/336/06333640.jpg?type=m1&udate=20150718,앨런 베넷,10000,,문학동네,8954611575 9788954611572,"영국 여왕, 책과 사랑에 빠지다!책의 놀라운 힘을 보여주는 유쾌한 소설『일반적이지 않은 독자』. 40년 넘게 대중적인 사랑을 받아온 영국의 극작가이자 소설가인 앨런 베넷의 작품으로, 뒤늦게 책과 사랑에 빠진 영국 여왕의 이야기를 그리고 있다. 어느 날 버킹엄 궁에 이동도서관이 찾아오고, 우연히 그곳에... ",20100727
16,"망각에 관한 일반론 (2016 맨부커 인터내셔널상 최종후보작,2017 국제 더블린 문학상 수상)",http://book.naver.com/bookdb/book_detail.php?bid=13270365,https://bookthumb-phinf.pstatic.net/cover/132/703/13270365.jpg?type=m1&udate=20190828,주제 에두아르두 아구아루사,13000,11700,구민사,1158135130 9791158135133,"한강의 &lt;채식주의자&gt;와 마지막까지 경합한 작품이야기는 앙골라 독립 전날, 낯이 설은 것에 대한 두려움이 유난히 컸던 주인공 루도가 프레지우 두스 인베자도스 아파트에 혼자 남게 되면서 시작된다. 주인공 루도는 낯선 사람에게 몹쓸 짓을 당한 이후 자신다움을 잃었고, 이어 부모님을 잃었으며 언니와... ",20180119
17,"책벌레의 하극상 1부3 (사서가 되기 위해서라면 뭐든지 할 수 있어,병사의 딸,일반판)",http://book.naver.com/bookdb/book_detail.php?bid=11618060,https://bookthumb-phinf.pstatic.net/cover/116/180/11618060.jpg?type=m1&udate=20170206,카즈키 미야,11000,9900,길찾기,8960520136 9788960520134,"책을 좋아하는 당신에게 바치는 비블리아 판타지『책벌레의 하극상』 제1부 《병사의 딸》 제3권. 병으로 쓰러진 마인은 목숨을 건졌지만, 그 ‘신식’의 영향은 어마어마했다. 완치할 수 없을 뿐만 아니라 치료에 귀족이 소유하는 고가의 마술도구가 필요하다. 재발까지 남은 기간은 1년. 그날까지 가족과... ",20170131
18,"소드 오라토리아 2 (던전에서 만남을 추구하면 안 되는 걸까 외전, 일반판)",http://book.naver.com/bookdb/book_detail.php?bid=8657273,https://bookthumb-phinf.pstatic.net/cover/086/572/08657273.jpg?type=m1&udate=20150119,오모리 후지노|야스다 스즈히토,7000,6300,소미미디어,1157100953 9791157100958,"[던전에서 만남을 추구하면 안 되는 걸까 외전] 소드 오라토리아 제2권. 새빨간 피에 물든 방, 물씬 풍기는 쇠비린내, 그리고 머리가 짓이겨진 처참한 모험자의 주검──. 몬스터 필리아 소동을 무사히 해결했던 것도 찰나, 아이즈 일행은 수수께끼의 살인사건에 휘말리고 만다. 조사에 착수한 그녀들은... ",20150115
19,"소드 오라토리아 3 (던전에서 만남을 추구하면 안 되는 걸까 외전, 일반판)",http://book.naver.com/bookdb/book_detail.php?bid=9078992,https://bookthumb-phinf.pstatic.net/cover/090/789/09078992.jpg?type=m1&udate=20150521,오모리 후지노,7000,6300,소미미디어,1157101437 9791157101436,"오모리 후지노의 소설 『던전 외전 소드 오라토리아』 제3권. 지난 던전 탐색에서 수수께끼의 여성 테이머, 계층 터주 우다이오스와의 격전을 치른 아이즈. 그러나 염원하던 LV.6으로 승격했던 【검희】의 표정이 밝지 못한 데에는 이유가 있었다. 첫째── 겨우 만났던 백발 소년이 또 다시 온 힘을 다해... ",20150522
20,"소드 오라토리아 1 (던전에서 만남을 추구하면 안 되는 걸까 외전, 일반판)",http://book.naver.com/bookdb/book_detail.php?bid=7884924,https://bookthumb-phinf.pstatic.net/cover/078/849/07884924.jpg?type=m1&udate=20150119,오모리 후지노,6800,6120,소미미디어,1157100252 9791157100255,"오모리 후지노의 소설 [던전에서 만남을 추구하면 안되는 걸까 외전: 소드 오라토리아]. 최강으로 명성이 자자한 여검사는 오늘도 로키 파밀리아 동료들과 함께 광대한 지하미궁 던전으로 내려간다. 재로 변한 용의 시체, 밀려드는 이상사태, 온갖 수수께끼와 위협이 밀려드는 심층영역 제50계층에서 아이즈가... ",20140717
21,일반적인 연애 (희윤 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=7118748,https://bookthumb-phinf.pstatic.net/cover/071/187/07118748.jpg?type=m1&udate=20130109,희윤,9000,8100,스칼렛,8967750668 9788967750664,"희윤 장편소설 『일반적인 연애』. 사랑이 얼마나 지치는지, 감정 소모가 심한지, 주찬하 그녀는 너무나 잘 알고 있었다. 5년이 넘게 그녀를 괴롭히던 남자를 떠나보냈을 때, 지독한 허기를 느꼈다. 그때 그 남자가 나타났다. 정확한 결과물이 생기기 전까진 사사로운 참견은 절대 배제하는 그런 관계. 두 사람... ",20121231
22,"로스트 헤븐 1 (박슬기 장편소설,일반판)",http://book.naver.com/bookdb/book_detail.php?bid=12518638,https://bookthumb-phinf.pstatic.net/cover/125/186/12518638.jpg?type=m1&udate=20170906,박슬기,12500,11250,디앤씨미디어,1126441279 9791126441273,"낙원에서 신을 믿는 게 가장 어리석은 짓이라는 걸, &#x0D;그들은 끝내 깨닫지 못할 것이다. &#x0D;&#x0D;22세기 뉴욕에서 시작된 바이러스는 전 세계를 공포로 몰아넣고,&#x0D;유일한 치료제 ‘지브’를 개발한 왓슨은&#x0D;선택받은 이들의 낙원 ‘로스트 헤븐’을 건설한다.&#x0D;그리고.&#x0D;&#x0D;... ",20170905
23,유랑화사 2 (일반판),http://book.naver.com/bookdb/book_detail.php?bid=8325954,https://bookthumb-phinf.pstatic.net/cover/083/259/08325954.jpg?type=m1&udate=20141027,정연,10000,9000,영상출판미디어(영상노트),1131902203 9791131902202,"“난 그냥 그림쟁이라니까. 풍속화나 초상화나 화조화, 초충도, 영모화, 미인도, 신선도, 기명절지화까지 안 그리는 그림이 없지만, 그것 말고 이상한 그림도 그리지. 예컨대, 사람들이 꽁꽁 감추고 있는 비밀마저 들여다보게 해 주는 그림.”&#x0D;
&#x0D;
초하루 밤 열리는 귀신들의 연회. 원한에 찬 손각시와... ",20141030
24,"로스트 헤븐 4/완결 (박슬기 장편소설,일반판)",http://book.naver.com/bookdb/book_detail.php?bid=12743088,https://bookthumb-phinf.pstatic.net/cover/127/430/12743088.jpg?type=m1&udate=20171109,박슬기,12500,11250,디앤씨미디어,1126441805 9791126441808,"만 번을 기도하면, 만 번을 소망하면, 만 번의 바람개비를 돌리면,
다시 만날 수 있을까?낙원을 장악한 아브라함은 왓슨 3세와 유림마저 노리고,
그를 막기 위해 케이와 헤벨은 서로 손을 잡는다.
한편 정체불명의 약물을 맞은 유림은
자신의 내면에 숨겨진 잔인한 본성을 깨닫고 괴로워한다.

“그냥 다 그만두고... ",20171107
25,"로스트 헤븐 3 (박슬기 장편소설,일반판)",http://book.naver.com/bookdb/book_detail.php?bid=12743085,https://bookthumb-phinf.pstatic.net/cover/127/430/12743085.jpg?type=m1&udate=20171109,박슬기,12500,11250,디앤씨미디어,1126441791 9791126441792,"신이 인간을 빚어낸 것인가?
아니면 인간이 신을 지어낸 것인가?“이브가 살아 있어!
로스트 헤븐 내에 있다고!”

이브가 살아 있다는 것을 알게 된 아담은
엘 카인으로부터 그녀를 지키고자 하지만
카인의 교묘한 덫은 뱀처럼 그녀의 숨통을 조여 온다.

“나까지 죽이려고 작정한 게 아닌 이상
어떻게 델타를... ",20171107
26,"로스트 헤븐 2 (박슬기 장편소설,일반판)",http://book.naver.com/bookdb/book_detail.php?bid=12518640,https://bookthumb-phinf.pstatic.net/cover/125/186/12518640.jpg?type=m1&udate=20170906,박슬기,12500,11250,디앤씨미디어,1126441287 9791126441280,"널 잃은 내게 더 이상의 낙원은 없어.&#x0D;&#x0D;로스트 헤븐의 탄생 이전,&#x0D;신종 바이러스에 무력하게 노출된 인류.&#x0D;그들은 붉은 눈의 소녀 ‘이브’에게서 &#x0D;일그러진 희망을 발견하고…….&#x0D;&#x0D;“오늘 여러분들에게 왓슨 그룹의 미래이자 &#x0D;인류의 희망이 될 낙원,&#x0D;... ",20170905
27,공의 경계 일반판 (- 상ㆍ하권 세트),http://book.naver.com/bookdb/book_detail.php?bid=1555966,,나스 키노코,24000,,학산문화사,0000996386 9780000996381,,20050101
28,"인류 기원에 관한 설명서 (일반인들을 위한, 김교협 소설집)",http://book.naver.com/bookdb/book_detail.php?bid=11665483,https://bookthumb-phinf.pstatic.net/cover/116/654/11665483.jpg?type=m1&udate=20170222,김교협,13000,11700,렛츠북,1160540357 9791160540352,"김교협 소설집『인류 기원에 관한 설명서』. 저자는 어떤 계기로 진화론 관련 서적을 읽게 되었는데, 읽기가 무척 힘들었다. 그러나 목적을 가지고 읽기 시작했으므로 참고 읽어나가다 보니 ‘진화론’이라는 것이 그렇게 막연하고 막막하기만 한 것이 아니라 실체가 있는 것이라는 걸 알게 되었다. 이번 소설집에... ",20170220
29,방구석에 인어아가씨 (일반판),http://book.naver.com/bookdb/book_detail.php?bid=8319855,https://bookthumb-phinf.pstatic.net/cover/083/198/08319855.jpg?type=m1&udate=20190912,테일즈샵|지나가던개|가랑|류호성,7500,,영상출판미디어(영상노트),1131902033 9791131902035,"10년의 세월을 뛰어넘은 소꿉친구와의 재회. 그 소꿉친구에게는 지느러미가 달려있었다ㅡㅡ. 난데없이 민물인어로 진화해버린 소꿉친구, 귀신이랑 친한 폭력 무당소녀, 그리고 머리가 빈 납작한 인어 꼬맹이! 게임 속 매력적인 캐릭터들과 함께하는 또 다른 이야기?!",20141020
30,"아빠 말 좀 들어라! 12 (Extreme Novel,일반판)",http://book.naver.com/bookdb/book_detail.php?bid=7428275,https://bookthumb-phinf.pstatic.net/cover/074/282/07428275.jpg?type=m1&udate=20160616,마츠 토모히로,6800,,학산문화사,8968319383 9788968319389,"황금연휴를 맞아 일본에 온 사샤의 방문으로 타카나시 가의 분위기는 밝았다. 하지만 유타가 테니스부 합숙에 참가하게 되어 유타와 세 자매는 &#x0D;처음으로 연휴를 따로 보내게 된다. 한편, 소라는 다이키에게 고백을 받아 고민에 빠지고 그 여파로 유타 또한 미키에게 고백을 받게 되게 되는데…!&#x0D;인기... ",20140201
31,용의자 X의 헌신 (容疑者Xの獻身),http://book.naver.com/bookdb/book_detail.php?bid=12481857,https://bookthumb-phinf.pstatic.net/cover/124/818/12481857.jpg?type=m1&udate=20200904,히가시노 게이고,16800,15120,재인,8990982707 9788990982704,"외견상으로는 살인과 경찰 수사, 추리로 이어지는 미스터리 소설의 일반 공식을 따르고 있지만, 작품을 처음부터 끝까지 견인하는 것은 사랑과 헌신이라는 고전적이고 낭만적인 주제다. 도저히 상상하기도 믿기도 힘든 이 전대미문의 러브스토리는 마지막 페이지를 넘긴 독자들로 하여금 한동안 넋을... ",20170830
32,기억 전달자 (블루픽션 20),http://book.naver.com/bookdb/book_detail.php?bid=2920418,https://bookthumb-phinf.pstatic.net/cover/029/204/02920418.jpg?type=m1&udate=20190318,로이스 로우리,12000,10800,비룡소,8949120747 9788949120744,저는 사랑이라는 느낌을 좋아하게 되었어요 미국 청소년 문학의 대표 작가라 불리는 로이스 로리 장편소설. 모두가 잃어버린 여러 감정들을 찾아나서는 열두 살 소년의 이야기를 그려내고 있다. 1994년 뉴베리 상과 1993년 보스턴 글로브 혼 북 아너 상 수상작이다.  모두가 똑같은 형태의 가족을 가지고 동일한... ,20070518
33,"채식주의자 (한강 연작소설,맨부커 인터내셔널 수상작)",http://book.naver.com/bookdb/book_detail.php?bid=3309417,https://bookthumb-phinf.pstatic.net/cover/033/094/03309417.jpg?type=m1&udate=20200904,한강,12000,10800,창비,8936433598 9788936433598,"10년전의 이른 봄, 작가는 한 여자가 베란다에서 식물이 되고, 함께 살던 남자는 그녀를 화분에 심는 이야기 『내 여자의 열매』를 집필하였다. 언젠가 그 변주를 쓰고 싶다는 생각에서 출발하게 된 것이 바로 이 연작소설 『채식주의자』이다. 표제작인 『채식주의자』, 2005년 이상문학상 수상작... ",20071030
34,종이 동물원,http://book.naver.com/bookdb/book_detail.php?bid=14301350,https://bookthumb-phinf.pstatic.net/cover/143/013/14301350.jpg?type=m1&udate=20191202,켄 리우,15800,14220,황금가지,1158884680 9791158884680,"독특한 소재를 다루고 있음에도, 일반 대중이 누구나 실생활에서 생각해 볼 만한 소재들로 구성되어 있다.

미국인 아버지가 결혼 정보 카탈로그를 보고 선택한 여성이었던 잭의 어머니. 영어를 할 줄 아는 홍콩 출신이라고 했지만, 사실 모두 거짓이었다. 하지만 그녀에게는 특별한 한 가지가 있었다. 종이를... ",20181129
35,꿈꾸는 남자는 현실주의자 1,http://book.naver.com/bookdb/book_detail.php?bid=17692544,https://bookthumb-phinf.pstatic.net/cover/176/925/17692544.jpg?type=m1&udate=20201224,오케마루,7500,6750,소미미디어,1166114031 9791166114038,"‘서로 짝사랑한다는 것’은 애가 타는 일이다.
같은 반의 미소녀 나츠카와 아이카를 애타게 사랑하는 사죠 와타루. 그는 아이카와 서로 사랑하는 사이가 되는 것을 꿈꾸며 기죽지 않고 계속해서 접근하고 있었다.
그러던 어느 날, 와타루는 현실을 자각한다.
“저런 절벽 위의 꽃 같은 사람이랑 나랑은 안... ",20210107
36,마음 (나쓰메 소세키 소설 전집 12),http://book.naver.com/bookdb/book_detail.php?bid=10765341,https://bookthumb-phinf.pstatic.net/cover/107/653/10765341.jpg?type=m1&udate=20200228,나쓰메 소세키,13000,11700,현암사,8932317968 9788932317960,"소세키는[마음]에서 스스로를 포함하여 인간 존재 일반을 증오하는 선생님이라는 인물을 통해 현대의 우리 모습을 투영했고, 나아가 살아간다는 것의 의미, 인생의 의미, 그리고 ‘개인’이라는 큰 문제의 해답을 위한 안내자가 되어준다.&#x0D;&#x0D;[마음]은 모두 세 장으로 구성되어 있다. 첫 번째 장에서는... ",20160625
37,인생,http://book.naver.com/bookdb/book_detail.php?bid=2954076,https://bookthumb-phinf.pstatic.net/cover/029/540/02954076.jpg?type=m1&udate=20200203,위화,12000,10800,푸른숲,8971847255 9788971847251,"&lt;허삼관 매혈기&gt;의 작가, 위화의 대표작!

1994년 칸 영화제 심사위원 대상 수상작 '인생'의 원작 소설. 망나니 같은 부잣집 도련님에서 가난한 농부로 전락한 푸구이의 일생을 통해 사람이 어떻게 엄청난 고난을 견뎌내는가, 극한의 상황에서도 삶을 포기하지 않고 끝까지 살아가게 하는 힘은 무엇인가를... ",20070628
38,공중그네,http://book.naver.com/bookdb/book_detail.php?bid=1490661,https://bookthumb-phinf.pstatic.net/cover/014/906/01490661.jpg?type=m1&udate=20130128,오쿠다 히데오,12000,10800,은행나무,895660102X 9788956601021,"뾰족한 물건만 보면 오금을 못 펴는 야쿠자 중간보스, 어느 날부턴가 공중그네에서 번번이 추락하는 베테랑 곡예사, 장인이자 병원 원장의 가발을 벗겨버리고 싶은 충동에 시달리는 젊은 의사. 그리고 그들을 맞이하는 하마 같은 덩치를 지닌 엽기 정신과 의사 '이라부'와 사계절 내내 핫팬츠 차림으로 나다니는... ",20050116
39,천 개의 찬란한 태양,http://book.naver.com/bookdb/book_detail.php?bid=3311332,https://bookthumb-phinf.pstatic.net/cover/033/113/03311332.jpg?type=m1&udate=20130326,할레드 호세이니,13500,12150,현대문학,8972754013 9788972754015,"절망의 끝에서 희망을 피워낸 두 여자가 만들어내는 인간드라마 아프가니스탄에 남겨진 여성들의 삶. 이 책은 아프가니스탄 출신의 작가 할레드 호세이니의 작품으로, 절망의 끝에서 희망을 피워낸 두 여자가 만들어내는 인간드라마를 탄탄한 구성과 흡입력 강한 문체로 그려내고 있다. 전란의 소용돌이에... ",20071125
40,완득이,http://book.naver.com/bookdb/book_detail.php?bid=4454721,https://bookthumb-phinf.pstatic.net/cover/044/547/04454721.jpg?type=m1&udate=20130405,김려령,12800,11520,창비,8936433636 9788936433635,"2007년 &lt;기억을 가져온 아이&gt;로 마해송문학상을, &lt;내 가슴에 해마가 산다&gt;로 문학동네어린이문학상을 수상하며 주목해야 할 신인의 등장을 알린 김려령의 작품이다. 주인공 완득이는 가난한 집 아들에 공부도 못하지만, 싸움만큼은 누구에게도 지지 않는 열일곱 소년.",20080321
41,이방인 (2020 개정판)(양장) (개정판),http://book.naver.com/bookdb/book_detail.php?bid=16236897,https://bookthumb-phinf.pstatic.net/cover/162/368/16236897.jpg?type=m1&udate=20200908,알베르 카뮈,14500,13050,새움,1190473089 9791190473088,"“우리가 읽은 〈이방인〉은 카뮈의 〈이방인〉이 아니었다!”는 다분히 도발적인 카피를 앞세운 이 책은 번역계는 물론 일반인들까지 합세한 치열한... 그럼에도 6년 전 출간된 이정서의 〈이방인〉이 큰 관심과 주목을 끈 것은 “실제로” 직역을 통해 기존의 〈이방인〉과는 다른 〈이방인〉, 일반 독자들이... ",20200128
42,마당을 나온 암탉(출간 20주년 특별판) (출간 20주년 특별판),http://book.naver.com/bookdb/book_detail.php?bid=16342095,https://bookthumb-phinf.pstatic.net/cover/163/420/16342095.jpg?type=m1&udate=20201028,황선미,15000,13500,사계절,1160946620 9791160946628,그런가 하면 천적 관계에 있는 족제비와 잎싹이 어린 자식을 보호해야 하는 어른으로서 보여 준 ‘연대와 공감’에 놀라움을 표하기도 했다. 미국과 영국에서는 일반소설로 번역되어 나온 이 작품은 성인들의 시선에서 보면 더 큰 공감을 얻을 수 있다.,20200429
43,우리는 사랑일까,http://book.naver.com/bookdb/book_detail.php?bid=1967233,https://bookthumb-phinf.pstatic.net/cover/019/672/01967233.jpg?type=m1&udate=20180327,알랭 드 보통,14000,12600,은행나무,8956601372 9788956601373,"남녀 간의 연애심리를 독특하게 분석한 지적인 연애소설!  연애의 진행과정을 담아낸 알랭 드 보통의 지적인 연애소설 『우리는 사랑일까』. &lt;왜 나는 너를 사랑하는가&gt;와 &lt;너를 사랑한다는 건&gt;에 이은 '사랑과 인간관계 3부작'의 하나로, 3부작 중에서 여주인공의 시선으로 그려진 유일한 책이다. 20대... ",20110310
44,"교실이, 혼자가 될 때까지 (아사쿠라 아키나리 장편소설)",http://book.naver.com/bookdb/book_detail.php?bid=17523833,https://bookthumb-phinf.pstatic.net/cover/175/238/17523833.jpg?type=m1&udate=20201209,아사쿠라 아키나리,15000,13500,블루홀식스(블루홀6),1189571366 9791189571368,"제20회 본격미스터리대상 후보작, 제73회 일본추리작가협회상 후보에 동시에 노미네이트된 아사쿠라 아키나리의 《교실이, 혼자가 될 때까지》가 블루홀식스에서 출간되었다. 반전의 제왕! 이야기의 힘! 나카야마 시치리의 작품과 오승호(고 가쓰히로), 하야사카 야부사카, 이시모치 아사미, 시즈쿠이 슈스케... ",20201130
