,title,link,image,author,price,discount,publisher,isbn,description,pubdate
112,미치도록 가렵다 (김선영 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=13977090,https://bookthumb-phinf.pstatic.net/cover/139/770/13977090.jpg?type=m1&udate=20210112,김선영,13500,12150,자음과모음,8954439047 9788954439046,"김선영의 작품은 성인 독자가 읽어도 손색없을 정도로 의미 있는 소설이지만 안타깝게도 청소년문학에 대한 편견 혹은, 외형적인 모습으로 인해 그간 일반 독자의 선택에서 다소 멀어졌던 경향이 있다. 이런 안타까운 상황을 개선하고, 김선영의 밀도 높은 작품을 일반 독자에게 널리 소개하고자 리커버... ",20180903
113,열쇠,http://book.naver.com/bookdb/book_detail.php?bid=13875606,https://bookthumb-phinf.pstatic.net/cover/138/756/13875606.jpg?type=m1&udate=20200305,다니자키 준이치로,9800,8820,민음사,893742942X 9788937429422,"『열쇠』는 거장조차도 매너리즘에 빠지기 쉬운 시기에 돌연 이제껏 고수해 온 형식과 주제, 문체까지 전부 타파하며 다시금 문단의 정중앙을 조준한 야심작(가라타니 고진, “다니자키 준이치로는 이 작품으로 화려하고도 완벽하게 부활했다.”)이자 일반 독자부터 비평가, 심지어 정계에 이르기까지 ‘외설... ",20180803
114,"어느 날, 신이 내게 왔다",http://book.naver.com/bookdb/book_detail.php?bid=2691697,https://bookthumb-phinf.pstatic.net/cover/026/916/02691697.jpg?type=m1&udate=20200708,백승남,9000,8100,위즈덤하우스,8959131997 9788959131990,"넌 신이 선택한 아이야!「어린이문학」에 동화를 발표하며 등단한 백승남의 소설. 작가가 우연히 알게 된 열다섯 살 남학생의 이야기를 모티브로 한 이 소설은, 우연히 줍게 된 검은 수첩으로 인해 바뀌어가는 주인공의 모습을 담아내고 있다. 독특하고 몽환적인 컬러 일러스트가 작품의 재미를 더해준다.

틈만... ",20070215
115,네가 누구든 얼마나 외롭든 (김연수 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=3118000,https://bookthumb-phinf.pstatic.net/cover/031/180/03118000.jpg?type=m1&udate=20111102,김연수,12000,10800,문학동네,895460398X 9788954603980,작가 김연수에게 1991년은 '세계관의 원점'이었다. 역사를 회의하고 진실을 열망하게 된 분기점이었다. 장편소설 &lt;네가 누구든 얼마나 외롭든&gt;은 몇 겹의 눈으로 들여다본 그 시절의 이야기이다. 작중화자는 1991년 여름 이른바 '5월투쟁'이 끝난 후 정체성의 혼란을 겪고 있던 대학생 '나'. 하지만 '나'는... ,20070928
116,"기억나지 않음, 형사 (遺忘·刑警)",http://book.naver.com/bookdb/book_detail.php?bid=10290451,https://bookthumb-phinf.pstatic.net/cover/102/904/10290451.jpg?type=m1&udate=20200711,찬호께이,12800,11520,한스미디어,8959759597 9788959759590,"진범을 찾아냈다고 생각한 순간부터 시작되는 반전!중국어권 추리소설의 창작 활성화와 일반 대중의 추리문학에 대한 관심과 이해를 높이기 위해 일본 본격추리계의 거장 시마다 소지의 동의와 지지를 얻어 2년에 한 번씩 수상작을 내고 있는 시마다 소지 추리소설상의 제2회 수상작 『기억나지 않음, 형사』... ",20160310
117,사쿠라장의 애완 그녀 10.5,http://book.naver.com/bookdb/book_detail.php?bid=8005038,https://bookthumb-phinf.pstatic.net/cover/080/050/08005038.jpg?type=m1&udate=20140812,카모시다 하지메,6800,6120,디앤씨미디어,8926796280 9788926796283,"2권변태와 천재와 일반인이 만들어내는, 청춘학원 러브 코미디 제2탄. 학원 괴짜들의 소굴 '사쿠라장'에서 천재화가 마시로의 “보모역”을 하고 있는 나. 어떻게든 마시로에게 일반 상식을 가르치기 위해... 천재와 일반인이 만들어내는 청춘학원 러브 코미디 단편집.7권놀라움과 함께 시작된 새 학기, 내 앞에... ",20140810
118,배반의 여름 (박완서 소설),http://book.naver.com/bookdb/book_detail.php?bid=2514333,https://bookthumb-phinf.pstatic.net/cover/025/143/02514333.jpg?type=m1&udate=20200305,박완서,13000,11700,문학동네,8954601944 9788954601948,작가 박완서의 진면목을 엿볼 수 있는 단편집!박완서의 소설집 『배반의 여름』. 평범하고 일상적인 소재에 서사적인 리듬과 입체적인 의미를 부여하여 다채로운 문학을 탄생시킨 작가 박완서. 이 소설집은 현대문학의 거장으로 자리잡은 그녀의 진면목을 다시 확인할 수 있는 단편들을 모아 소개하는... ,20130604
119,아홉가지 이야기,http://book.naver.com/bookdb/book_detail.php?bid=1487447,https://bookthumb-phinf.pstatic.net/cover/014/874/01487447.jpg?type=m1&udate=20130704,제롬 데이비드 샐린저,11000,9900,문학동네,8982819053 9788982819056,"&lt;호밀밭의 파수꾼&gt;의 작가 J.D.샐린저 문학의 진수를 보여주는 단편소설 아홉 편을 추리고 모은 소설집.
　
'글래스 가(家) 연작 소설'의 첫 작품이자 샐린저에게 작가의 길을 열어 준 작품이기도 한 「바나나피시를 위한 완벽한 날」을 비롯한 8편의 단편 소설은 미국 현대 문학의 대가인 샐린저의 문학적... ",20041224
120,떨리는 손(욜로욜로),http://book.naver.com/bookdb/book_detail.php?bid=16265191,https://bookthumb-phinf.pstatic.net/cover/162/651/16265191.jpg?type=m1&udate=20200424,김창규|이명현|이은희|이종필|정경숙,13000,11700,사계절,1160945373 9791160945379,과학이라는 가장 개인적인 영역 속에서 가장 창의적인 영감을 길어 올린 네 명의 과학자와 자신이 써왔던 SF와는 결이 다른 판타지에 도전한 SF 작가의 협업이 완성해낸 소설집『떨리는 손』은 SF 독자뿐만 아니라 일반 독자들에게도 신선한 재미를 선사할 것이다.&#x0D;,20200228
121,두 도시 이야기 (A tale of two cities),http://book.naver.com/bookdb/book_detail.php?bid=4305952,https://bookthumb-phinf.pstatic.net/cover/043/059/04305952.jpg?type=m1&udate=20210114,찰스 디킨스,11000,9900,푸른숲주니어,8971847565 9788971847565,"소용돌이 치는 혁명의 한복판에서 진정한 사랑과 희생이 주는 감동을 만난다!

찰스 디킨스가 쓴 역사 소설이자 연애 소설. 프랑스 혁명 당시 영국 런던과 프랑스 파리를 배경으로, 사랑하는 여인의 남편을 대신해 단두대의 이슬로 사라진 한 남자의 처절하고 애절한 사랑을 표현하고 있다. 

소설은 프랑스... ",20071129
122,외딴집 상,http://book.naver.com/bookdb/book_detail.php?bid=3292737,https://bookthumb-phinf.pstatic.net/cover/032/927/03292737.jpg?type=m1&udate=20100414,미야베 미유키,12000,10800,북스피어,8991931308 9788991931305,"미야베 미유키 시대 미스터리 장편소설!

&lt;스나크 사냥&gt;, &lt;이름 없는 독&gt;의 작가, 미야베 미유키 시대 미스터리 장편소설. 에도 시대를 배경으로, 죄인이 유폐된 저택에 하녀로 살게 된 무구한 소녀 '호'와, 악령으로 마을 사람들에게 두려움의 대상이 된 남자의 유대를 그려내고 있다. 작가는 이 작품을... ",20071031
123,"슬라임을 잡으면서 300년, 모르는 사이에 레벨MAX가 되었습니다 7",http://book.naver.com/bookdb/book_detail.php?bid=15132693,https://bookthumb-phinf.pstatic.net/cover/151/326/15132693.jpg?type=m1&udate=20190716,모리타 키세츠,10000,9000,영상출판미디어(영상노트),1164662317 9791164662319,"마왕에 함정에 빠져 귀엽고 복슬복슬해지는 마녀님…… 그 전말은?
전생의 여신님과 재회도 하고, 피라미드 비슷한 유적에서 환상의 고대 문명을 다스리는 악령의 왕과도 만난다! 막판에는 바알제붑의 시끌벅적 워킹 라이프 「일반 공무원으로 일하면서 1500년~ (생략)」도 같이 전해드립니다!!",20190720
124,악스 (AX),http://book.naver.com/bookdb/book_detail.php?bid=13648880,https://bookthumb-phinf.pstatic.net/cover/136/488/13648880.jpg?type=m1&udate=20200305,이사카 코타로,14800,13320,알에이치코리아,8925563711 9788925563718,"이사카 고타로는 《골든 슬럼버》 《사신 치바》 등 다수의 흥행작을 낳으며 미스터리 소설 독자뿐만 아니라 일반 독자들까지 사로잡아왔다. 얼마 전 국내에서 일본판에 이어 두 번째로 영화화되어 화제가 된 《골든 슬럼버》를 비롯해 지금까지 11개 작품이 영화화되었고, 세계 10여 개국에서 다수의 작품이... ",20180615
125,악인 (요시다 슈이치 장편소설),http://book.naver.com/bookdb/book_detail.php?bid=4323772,https://bookthumb-phinf.pstatic.net/cover/043/237/04323772.jpg?type=m1&udate=20200817,요시다 슈이치,12000,10800,은행나무,8956602158 9788956602158,아사히 신문 인기 연재! 일본 언론과 문예지 선정 2007 최고의 소설!&#x0D;청춘남녀의 심리를 섬세한 필치로 그려온 요시다 슈이치가 이번에는 인간 심연의 악의를 파헤친다.&#x0D;&#x0D;데뷔 10년만에 놀라운 도약을 이룬 그는 '감히 나의 대표작이라 하겠습니다'라는 말로 이 작품을 소개한다. 아쿠타가와 상... ,20080115
126,자고 일어났더니 미국인,http://book.naver.com/bookdb/book_detail.php?bid=17597688,https://bookthumb-phinf.pstatic.net/cover/175/976/17597688.jpg?type=m1&udate=20201217,한성규,12000,10800,맑은샘,1157784674 9791157784677,"재미있게 읽어 나가시면서 하루에 한 문장씩 영어를 배울 수 있게 한 챕터가 끝날 때마다 영어 공부 부분을 첨부했습니다.
일반 영어권 직장에서 쓰는 표현이기 때문에 나중에 혹시라도 미국에 진출하거나 외국계 회사로 이직해서 외국인들에게 둘러싸여 일하게 될 때 분명 도움이 되실 것입니다.",20201204
127,외딴집 하 (미야베 월드 제2막),http://book.naver.com/bookdb/book_detail.php?bid=3292738,https://bookthumb-phinf.pstatic.net/cover/032/927/03292738.jpg?type=m1&udate=20100414,미야베 미유키,13000,11700,북스피어,8991931316 9788991931312,"미야베 미유키 시대 미스터리 장편소설!

&lt;스나크 사냥&gt;, &lt;이름 없는 독&gt;의 작가, 미야베 미유키 시대 미스터리 장편소설. 에도 시대를 배경으로, 죄인이 유폐된 저택에 하녀로 살게 된 무구한 소녀 '호'와, 악령으로 마을 사람들에게 두려움의 대상이 된 남자의 유대를 그려내고 있다. 작가는 이 작품을... ",20071031
128,사람은 무엇으로 사는가,http://book.naver.com/bookdb/book_detail.php?bid=15304229,https://bookthumb-phinf.pstatic.net/cover/153/042/15304229.jpg?type=m1&udate=20200305,레프 니콜라예비치 톨스토이,13800,12420,모모북스,119675490X 9791196754907,"인간이 자기 스스로의 행복만 생각하고 살면 그 희망은 서로 충돌하기 때문에 도저히 행복해질 수 없다. 즉, 톨스토이는 이성의 활동인 사랑을 가지고 일반 선을 위해 살아가는 것이 인생 최고의 목적이며 그 가운 데 올바른 행복이 존재한다고 믿었다.&#x0D;",20190729
129,소돔의 120일,http://book.naver.com/bookdb/book_detail.php?bid=6981758,https://bookthumb-phinf.pstatic.net/cover/069/817/06981758.jpg?type=m1&udate=20120912,마르키 드 사드,20000,18000,동서문화사,8949707624 9788949707624,"또한 가톨릭교회는 일반신도의 신앙을 보호하기 위해 오랫동안 사드의 저작을 '금서목록'에 넣어 사람들 눈에 띄지 않게 했다.

독일 정신의학자 크라프트 에빙은 프랑스의 소설가 사드의 이름을 빌려, '상대에 대해 정신적.신체적 굴욕과 고통을 줌으로써 성적 만족을 얻는 이상성욕'을 '사디즘'이라... ",20120815
130,나의 가장 나종 지니인 것,http://book.naver.com/bookdb/book_detail.php?bid=2514340,https://bookthumb-phinf.pstatic.net/cover/025/143/02514340.jpg?type=m1&udate=20130617,박완서,12000,11700,문학동네,8954601979 9788954601979,"5권 『나의 가장 나종 지니인 것』에는 1987년 1월에서 1994년 4월까지 발표되었던 작품들이 수록되어 있다. 여기에서는 가족의 죽음을 다루고 있는 작품이 네 개나 있는데 그중「여덟 개의 모자로 남은 당신」은 남편의 죽음을, 「나의 가장 나종 지니인 것」은 아들의 죽음을 담고 있다. 「나의 가장 나종... ",20060825
131,울 준비는 되어 있다,http://book.naver.com/bookdb/book_detail.php?bid=149800,https://bookthumb-phinf.pstatic.net/cover/001/498/00149800.jpg?type=m1&udate=20130629,에쿠니 가오리,9000,8100,소담출판사,8973817981 9788973817986,"제 130회 나오키상 수상작품이자, [냉정과 열정사이] 에쿠니 가오리의 단편집.
저자가 2003년에 쓴 단편 12편이 수록되어 있는 이책은 저자 특유의 냉철함과 상처 입은 삶에 대한 쿨한 마이너리티 정서의 세련된 표현이 도드라진 작품이다.

슬픔을 통과할 때, 그 슬픔이 아무리 갑작스러운 것이라도 그 사람은... ",20040503
132,아웃사이더,http://book.naver.com/bookdb/book_detail.php?bid=2687158,https://bookthumb-phinf.pstatic.net/cover/026/871/02687158.jpg?type=m1&udate=20141122,S. E. 힌턴,11500,10350,문예출판사,893100608X 9788931006087,"반항적인 십대들의 모습을 재현한 청소년 문학의 바이블

S.E.힌턴의 대표작. 폭력과 계급 갈등, 편견의 문제 등을 기존 방식과 다르게 다룸으로써 '뉴 리얼리즘'의 성취라는 찬사와 함께 청소년 문학의 새 장을 연 것으로 평가받는다. 

교통사고로 부모를 잃고 고아가 된 14살의 주인공 포니보이는 시와 영화... ",20160910
133,거짓말쟁이와 모나리자,http://book.naver.com/bookdb/book_detail.php?bid=183655,https://bookthumb-phinf.pstatic.net/cover/001/836/00183655.jpg?type=m1&udate=20150716,E. L. 코닉스버그,8000,7200,사계절,8971968540 9788971968543,"사계절 13-18문고 제 15권. 레오나르도 다빈치는 이탈리아 공작부인들과 프랑스 국왕의 초상화를 그려달라고 간청하는 마당에 하필이면 피렌체 상인의 두번째 부인(모나리자)의 초상화를 그렸을까 ? 그 해답은 살라이라는 사람한테 있다. 살라이는 거짓말쟁이에다가 좀도둑인데, 왜 다빈치는 살라이와 관계를... ",20000715
134,서사문학의 이해,http://book.naver.com/bookdb/book_detail.php?bid=46882,https://bookthumb-phinf.pstatic.net/cover/000/468/00046882.jpg?type=m1&udate=20200915,오탁번,9000,8550,고려대학교출판부,8976413814 9788976413819,주제를 선택하여 각 주제별로 알기쉽게 설명하고 있으며 수록되어 있는 소설의 예가 다양하면서도 재미있어서 구체적인 이해에 상당한 도움을 줄 수 있으리라 여겨진다. 한 마디로 이 책은 대학생들은 물론 일반 독자들의 서사문학에 대한 이해를 위하여 소설이론과 서사이론들을 골라서 쉽게 풀어 쓴 것이다.,19990920
135,명랑한 밤길,http://book.naver.com/bookdb/book_detail.php?bid=4303640,https://bookthumb-phinf.pstatic.net/cover/043/036/04303640.jpg?type=m1&udate=20190212,공선옥,11000,9900,창비,893643702X 9788936437022,"진솔한 삶의 체험을 바탕으로 생생한 입담으로 우리 사회의 소외된 이웃들에게 따뜻한 관심을 표현해온 중견작가 공선옥이 5년 만에 펴낸 신작소설집. 2006년 '작가가 선정한 올해의 소설'에서 최우수작품으로 선정된 표제작 &lt;명랑한 밤길&gt; 외에도 11편의 작품이 수록되어 있다.

&lt;명랑한 밤길&gt;에는... ",20071210
136,제49호 품목의 경매,http://book.naver.com/bookdb/book_detail.php?bid=2953693,https://bookthumb-phinf.pstatic.net/cover/029/536/02953693.jpg?type=m1&udate=20130318,토머스 핀천,10000,9000,민음사,8937461471 9788937461477,"미국의 평범한 중산층 가정주부인 에디파는 옛 애인 피어스의 유산 집행인이 되어 캘리포니아 주 남쪽에 있는 샌나르시소로 간다. 그동안 에디파는 탑 속에 갇힌 라푼첼처럼, 자신이 보는 것이 세상의 전부라고 믿어 왔다. 하지만 피어스가 남겨 놓은 유산과 대면하는 과정에서 이 세계 너머 또 다른 세계가... ",20070625
137,노트르담 드 파리,http://book.naver.com/bookdb/book_detail.php?bid=7883501,https://bookthumb-phinf.pstatic.net/cover/078/835/07883501.jpg?type=m1&udate=20201128,빅토르 위고,12000,10800,구름서재,1195283407 9791195283408,"이 책은 현대소설에 익숙한 청소년과 일반 독자들이 《노트르담 드 파리》를 들고 단숨에 읽어 내려갈 수 있는 분량으로 편역하였다. 줄거리 요약이나 개작이 아닌 발췌번역을 택하여 소설 원작의 문장을 그대로 살렸으며, 장황하고 난삽할 수 있는 번역체의 문장들을 단단한 우리말로 다듬었다.",20140715
138,진수의『삼국지』나관중의『삼국연의』읽기(세창명저산책 74),http://book.naver.com/bookdb/book_detail.php?bid=17134059,https://bookthumb-phinf.pstatic.net/cover/171/340/17134059.jpg?type=m1&udate=20201109,정지호,9000,8100,세창출판사,8955866348 9788955866346,"그래서 그러한 독자들을 돕기 위해, 이 책은 역사학자의 견지에서 우리에게 익숙한 『삼국연의』의 세계를 살펴보고 나아가 일반 독자들에게는 그다지 익숙하지 않은 『삼국지』의 세계를 함께 살펴보고자 한다.

이를 통해서 저자는 “『삼국연의』가 허구를 통해 설명하고자 했던 진리는 무엇인가?” 하는... ",20201113
139,사랑을 믿다 (2008년 제32회 이상문학상 작품집),http://book.naver.com/bookdb/book_detail.php?bid=4381566,https://bookthumb-phinf.pstatic.net/cover/043/815/04381566.jpg?type=m1&udate=20201116,하성란|천운영|정영문|윤성희|박형서|박민규|김종광|권여선,11000,9900,문학사상사,8970128123 9788970128122,"매년 한 권의 책으로 묶여 나오는 국내 중.단편 소설선집 중, 인지도와 판매부수에서 단연 으뜸인 '이상문학상 수상작품집'이 새해 첫 달에 독자들을 찾는다. 2008년 제32회 수상작으로는 권여선의 단편 '사랑을 믿다'가 선정됐다. 심사 과정에서 정영문, 하성란, 김종광, 윤성희, 천운영, 박형서, 박민규의 작품이... ",20080118
140,사육장 쪽으로 (편혜영 소설),http://book.naver.com/bookdb/book_detail.php?bid=3014687,https://bookthumb-phinf.pstatic.net/cover/030/146/03014687.jpg?type=m1&udate=20100326,편혜영,12000,10800,문학동네,8954603599 9788954603591,"2000년 「서울신문」 신춘문예에 단편소설 &lt;이슬털기&gt;로 등단한 편혜영 두 번째 소설집. 문학지에 연재되었던 작품들을 모아 한 권의 책에 담은 것으로, '일상'의 공간을 모티브로 한 8편의 단편을 선보인다. 

전원주택과 더불어 새로운 삶을 살게 되리라 기대했으나 종국엔 파국으로 치닫는 남자의... ",20070720
141,"청춘, 덴데케데케데케~",http://book.naver.com/bookdb/book_detail.php?bid=1500406,https://bookthumb-phinf.pstatic.net/cover/015/004/01500406.jpg?type=m1&udate=20190827,아시하라 스나오,9000,8100,청어람미디어,8989722594 9788989722595,시골마을 고교생들이 펼치는 생기발랄하고 포복절도할 록과 우정 그리고 안쓰러운 사랑 이야기. 27회 분게이 문학상과 105회 나오키상에 빛나는 촌스럽고 건강한 청춘들의 성장 소설이다. 트레몰로 글리산도 주법으로 연주되는 벤처스의 &lt;파이프라인&gt; 도입부의 의성어 '덴데케데케데케'를 제목으로 가져온... ,20050121
142,"슬라임을 잡으면서 300년, 모르는 사이에 레벨MAX가 되었습니다 5",http://book.naver.com/bookdb/book_detail.php?bid=14195694,https://bookthumb-phinf.pstatic.net/cover/141/956/14195694.jpg?type=m1&udate=20201231,모리타 키세츠,10000,9000,영상출판미디어(영상노트),1131991370 9791131991374,"이번에는 지하 던전 공략에 나섰습니다?!
장관이 되기 전, 바알제붑의 이야기가 나오는 스핀오프가 포함된 5권!300년 동안 슬라임만 잡았더니―― 지하 던전에 가게 되었습니다?!
처음에는 별로 의욕이 없었지만, 탐색을 하다 보니 마침내 모험자로 각성! (정말?)
바알제붑의 집에도 놀러 가 보고(뭔가 숨기는 게... ",20181130
143,"슬라임을 잡으면서 300년, 모르는 사이에 레벨MAX가 되었습니다 6",http://book.naver.com/bookdb/book_detail.php?bid=14731967,https://bookthumb-phinf.pstatic.net/cover/147/319/14731967.jpg?type=m1&udate=20190416,모리타 키세츠,10000,9000,영상출판미디어(영상노트),1131998804 9791131998809,"어촌으로, 엘프 나라로, 남쪽 바다로!
더욱 넓어지는 슬로 라이프 월드!고원의 마녀님, 이번에는 결혼 상대를 찾으러 가다?!
마을 길드의 나탈리 씨에게 부탁을 받고 내키지 않은 걸음으로 향한 맞선 파티. 여차저차 하는 사이에 딸들이 결혼식을 올리게 되는데……?!

라이카가 무술대회에 출장(직업 : 슬라임... ",20190420
144,풍선인간 (양장본),http://book.naver.com/bookdb/book_detail.php?bid=13943430,https://bookthumb-phinf.pstatic.net/cover/139/434/13943430.jpg?type=m1&udate=20200305,찬호께이,13500,12150,한스미디어,1160073015 9791160073010,"찬호께이의 팬들에게는 지금껏 보지 못했던 천재 작가의 새로운 면모를, 일반 대중에게는 매력적인 캐릭터와 수수께끼 풀이의 재미, 그래픽 노블 스타일의 만듦새로 소장욕을 자극하는 독특한 소품집이다. 

[줄거리]
‘나’는 3년 전 놀라운 초능력을 얻었다. ‘타깃’을 정하고 머릿속으로 그것이 풍선이라고... ",20180827
145,팩토텀,http://book.naver.com/bookdb/book_detail.php?bid=3082049,https://bookthumb-phinf.pstatic.net/cover/030/820/03082049.jpg?type=m1&udate=20190201,찰스 부코스키,12000,10800,문학동네,8954603513 9788954603515,‘미국 대중문화 최고의 안티히어로’로 불리는 헨리 치나스키를 주인공으로 한 소설 『팩토텀』. 부코우스키의 많은 작품 속에 등장하는 ‘헨리 치나스키’란 캐릭터는 작가의 분신과도 같은 인물이다. 그의 장편소설들 중 가장 중요한 소설들로 평가받는 ‘부코우스키 삼부작(『우체국』『팩토텀』... ,20070910
146,오늘의 거짓말 (정이현 소설집),http://book.naver.com/bookdb/book_detail.php?bid=2961497,https://bookthumb-phinf.pstatic.net/cover/029/614/02961497.jpg?type=m1&udate=20200305,정이현,12000,10800,문학과지성사,8932017980 9788932017983,"정이현의 신작 소설집!《낭만적 사랑과 사회》, 《달콤한 나의 도시》의 저자 정이현의 신작 소설집 『오늘의 거짓말』. 표제작 《오늘의 거짓말》을 포함한 총 열 편의 단편이 수록되어 있다. 1970년대부터 현재까지 모습들의 구석구석을 짚어내는 감각적인 이 이야기들은 때로는 수수하고 때로는 화려하게... ",20070713
147,사쿠라장의 애완 그녀 9 (L Novel),http://book.naver.com/bookdb/book_detail.php?bid=7229035,https://bookthumb-phinf.pstatic.net/cover/072/290/07229035.jpg?type=m1&udate=20130610,카모시다 하지메,6800,6120,디앤씨미디어,8926793982 9788926793985,"2권
변태와 천재와 일반인이 만들어내는, 청춘학원 러브 코미디 제2탄. 학원 괴짜들의 소굴 '사쿠라장'에서 천재화가 마시로의 “보모역”을 하고 있는 나. 어떻게든 마시로에게 일반 상식을 가르치기... 천재와 일반인이 만들어내는 청춘학원 러브 코미디 단편집.

7권
놀라움과 함께 시작된 새 학기, 내 앞에... ",20130610
148,공산토월 (이문구 대표중단편선),http://book.naver.com/bookdb/book_detail.php?bid=7410061,https://bookthumb-phinf.pstatic.net/cover/074/100/07410061.jpg?type=m1&udate=20190201,이문구,15500,13950,문학동네,8954623271 9788954623278,"한국문학사에서 이문구는 그 이름 자체로 고유명사이자 일반명사다. 구수한 충청도 사투리로 이루어진 토박이의 생생한 입말, 엎치고 뒤치는 이야기들의 사이에서 여지없이 툭툭 터져나오는 풍자와 해학은 그 자체로서 하나의 ‘문학’이라고 부를 만하다. ‘농촌 최후의 시인’이라는... ",20140115
149,사신 치바 (내가 일을 하면 언제나 비가 내린다),http://book.naver.com/bookdb/book_detail.php?bid=2485109,https://bookthumb-phinf.pstatic.net/cover/024/851/02485109.jpg?type=m1&udate=20200819,이사카 코타로,13000,11700,웅진지식하우스,8901057344 9788901057347,"2004년 일본추리작가협회상을 수상한 차세대 일본 작가 이사카 코타로의 대표작. 무뚝뚝한 척하면서도 다정한 사신 치바를 주인공으로 한 이 소설을 통해 작가는 사신에 대한 고정관념과 죽음에 대한 패러다임을 바꾸고 있으며, 죽음을 통해 마지막 순간까지 최선을 다해 살아야 하는지를 보여준다.

'사고사'로... ",20060525
150,춘향전 (설중환 교수와 함께 읽는),http://book.naver.com/bookdb/book_detail.php?bid=14623770,https://bookthumb-phinf.pstatic.net/cover/146/237/14623770.jpg?type=m1&udate=20190917,설중환,12000,10800,서연비람,1189171155 9791189171155,"우리와 함께 있어야 할 우리의 영원한 고전 『춘향전』

서민 종합 예술인 판소리를 청소년과 일반 대중에게 되돌려 주고자 오랫동안 고전 문학을 공부해 온 설중환 교수님이 해설을 덧붙여 만든 또 하나의 이본. 우리 고전과 전통 문화에 대한 지식욕을 제대로 채워 줄 수 있는 교양서로 재미와 깊이 두 마리... ",20190325
151,전쟁론 (윌드북 104),http://book.naver.com/bookdb/book_detail.php?bid=6088818,https://bookthumb-phinf.pstatic.net/cover/060/888/06088818.jpg?type=m1&udate=20100414,클라우제비츠,19800,17820,동서문화사,8949705400 9788949705408,"이 책은 난해하기로 유명한 클라우제비츠「전쟁론(VOM KRIEGE, 1832~34)」 독일어 원전을 허문순 선생이 30여년에 걸쳐 심혈을 기울여 번역한 한국 최초 완역본이다.「전쟁론」은 클라우제비츠가 1831년 병으로 갑자기 세상을 떠나자, 그의 부인 마리가 1832~34년까지 3년간 걸쳐 남편의 원고들을 편집... ",20091001
152,레드 퀸 : 왕의 감옥 2,http://book.naver.com/bookdb/book_detail.php?bid=15766249,https://bookthumb-phinf.pstatic.net/cover/157/662/15766249.jpg?type=m1&udate=20191209,빅토리아 애비야드,14800,13320,황금가지,1158881088 9791158881085,태어날 때부터 능력과 신분이 결정되는 가상의 세계를 다루고 있음에도 계층의 대물림과 부조리한 현실에 대한 묘사는 일반 독자들에게 공감을 불러일으키기 충분하다. 한편 그런 세계에서 자신의 타고난 신분을 뒤엎고 세계를 뒤흔드는 여주인공의 행보는 카타르시스를 제공한다. 《퍼블리셔스 위클리》는... ,20191108
153,레드 퀸 : 왕의 감옥 1,http://book.naver.com/bookdb/book_detail.php?bid=15766245,https://bookthumb-phinf.pstatic.net/cover/157/662/15766245.jpg?type=m1&udate=20200103,빅토리아 애비야드,14800,13320,황금가지,115888107X 9791158881078,태어날 때부터 능력과 신분이 결정되는 가상의 세계를 다루고 있음에도 계층의 대물림과 부조리한 현실에 대한 묘사는 일반 독자들에게 공감을 불러일으키기 충분하다. 한편 그런 세계에서 자신의 타고난 신분을 뒤엎고 세계를 뒤흔드는 여주인공의 행보는 카타르시스를 제공한다. [퍼블리셔스 위클리]는... ,20191108
154,까떼드랄 주점에서의 대화 2 (창비세계문학 80),http://book.naver.com/bookdb/book_detail.php?bid=16331858,https://bookthumb-phinf.pstatic.net/cover/163/318/16331858.jpg?type=m1&udate=20200422,마리오 바르가스 요사,18000,16200,창비,8936464795 9788936464790,8년 동안 정당은 물론이고 일반 시민들의 일상적인 활동조차 제약당할 정도로 숨 막히는 분위기가 이어졌다. 이 시기에 청소년에서 성인으로 성장한 주인공 싼띠아고 싸발라는 우연히 다시 만난 아버지의 옛 운전기사 암브로시오와 까떼드랄 주점에서 과거를 회상하며 이야기를 나눈다. 주인공 싼띠아고... ,20200420
155,까떼드랄 주점에서의 대화 1 (창비세계문학 79),http://book.naver.com/bookdb/book_detail.php?bid=16331855,https://bookthumb-phinf.pstatic.net/cover/163/318/16331855.jpg?type=m1&udate=20200422,마리오 바르가스 요사,18000,16200,창비,8936464787 9788936464783,8년 동안 정당은 물론이고 일반 시민들의 일상적인 활동조차 제약당할 정도로 숨 막히는 분위기가 이어졌다. 이 시기에 청소년에서 성인으로 성장한 주인공 싼띠아고 싸발라는 우연히 다시 만난 아버지의 옛 운전기사 암브로시오와 까떼드랄 주점에서 과거를 회상하며 이야기를 나눈다. 주인공 싼띠아고... ,20200420
156,"워터 멜론 슈가에서 (In Watermelon Sugar,리처드 브라우티건 소설)",http://book.naver.com/bookdb/book_detail.php?bid=3124001,https://bookthumb-phinf.pstatic.net/cover/031/240/03124001.jpg?type=m1&udate=20200305,리처드 브라우티건,8900,8010,비채,8992036485 9788992036481,"일곱 가지 태양이 뜨는 워터멜론 슈가 마을

&lt;미국의 송어낚시&gt;의 저자 리처드 브라우티건의 소설. 일주일 동안 날마다 다른 색깔이 빛나는 태양을 가진 워터멜론 슈가 마을을 배경으로, 자연과 문명, 인간과 사회의 대립 속에서 미국인들의 이상에 대해 섬세하고 매혹적으로 그리고 있다.

워터멜론 슈가... ",20071010
